物品ID	物品名称	物品类型	稀有度	物品介绍
1525	大蟻塚荒地的植物４	房间装饰	3	生長在大蟻塚荒地的植物。
1526	大蟻塚荒地的植物１	房间装饰	3	生長在大蟻塚荒地的植物。
1527	古代樹森林的植物２	房间装饰	3	生長在古代樹森林與大蟻塚荒地的植物。
1528	瘴氣之谷的植物１	房间装饰	3	生長在瘴氣之谷的植物。
1529	瘴氣之谷的植物２	房间装饰	3	生長在瘴氣之谷的植物。
1530	質樸的壺子	房间装饰	3	無多餘裝飾的質樸壺子。
1531	德特爾玩偶	房间装饰	3	尖耳朵的德特爾玩偶。
1532	奇面族玩偶	房间装饰	3	臉部赤紅的奇面族玩偶。
1533	獸纏族玩偶	房间装饰	3	有大型犄角的獸纏族玩偶。
1534	艾路玩偶	房间装饰	3	質樸可愛的隨從艾路玩偶。
1535	德特爾玩偶【黑】	房间装饰	3	尖耳朵的德特爾玩偶。
1536	德特爾玩偶【紺】	房间装饰	3	尖耳朵的德特爾玩偶。
1537	德特爾玩偶【藍】	房间装饰	3	尖耳朵的德特爾玩偶。
1538	噗吱豬玩偶【條紋】	房间装饰	3	有條紋圖案的噗吱豬玩偶。
1539	噗吱豬玩偶【國王】	房间装饰	3	國王造型的噗吱豬玩偶。
1540	Unavailable	物品	3	Unavailable
1541	Unavailable	物品	3	Unavailable
1542	Unavailable	物品	3	Unavailable
1543	高級澆水器	房间装饰	3	金屬製的高級澆水器。
1544	高級壺子	房间装饰	3	價值昂貴的高級壺子。
1545	質樸壺具組	房间装饰	3	內含各種質樸的壺子。
1546	麻袋	房间装饰	3	好用的麻質袋子。
1547	酒瓶	房间装饰	3	內已裝酒可隨意飲用的瓶子。
1548	大小酒瓶組	房间装饰	3	內已裝酒的瓶子組合
1549	調合器具	房间装饰	3	調合時不可或缺的器具組。
1550	和服布料	房间装饰	3	染製的美麗和服布料。
1551	角的擺飾	房间装饰	3	某種角的裝飾品。
1552	化石擺飾	房间装饰	3	某種化石的裝飾品。
1553	質樸的土鍋	房间装饰	3	印有艾路圖案的質樸土鍋。
1554	鍋具組	房间装饰	3	各種鍋具的組合。
1555	盤繪組【小】	房间装饰	3	圖案豔麗的盤繪組。
1556	盤繪組【大】	房间装饰	3	圖案豔麗的盤繪組。
1557	裝有礦石的籃子	房间装饰	3	裝滿大量礦石的籃子。
1558	酒樽	房间装饰	3	存放著可供盡情飲用的酒。
1559	急救箱	房间装饰	3	備妥較安心的急救箱。
1560	簡約的花瓶【小】	房间装饰	3	高品質的簡約風花瓶。
1561	盆栽	房间装饰	3	低調的花卉盆栽。
1562	探究的書籍	房间装饰	3	經過妥善整理的書籍。
1563	賢明的書籍	房间装饰	3	慢慢堆積存放的書籍。
1564	簡約的花瓶【大】	房间装饰	3	高品質的簡約風花瓶。
1565	仙人掌盆栽	房间装饰	3	耐旱的仙人掌盆栽。
1566	繽紛的盆栽	房间装饰	3	色彩繽紛的花卉盆栽。
1567	裝滿菇類的籃子	房间装饰	3	裝有各種菇類的籃子。
1568	水果拚盤	房间装饰	3	各式水果的綜合拚盤。
1569	蔬菜拼盤	房间装饰	3	新鮮蔬菜的總匯拼盤
1570	奇面族的面具【威】	房间装饰	3	仿造奇面族所使用之面具製成的產品。
1571	奇面族的面具【嘆】	房间装饰	3	仿造奇面族所使用之面具製成的產品。
1572	奇面族的面具【驚】	房间装饰	3	仿造奇面族所使用之面具製成的產品。
1573	琥珀	房间装饰	3	呈現夕陽顏色的琥珀。
1574	藍色的曠石	房间装饰	3	呈現海水顏色的礦石。
1575	赤色的礦石	房间装饰	3	呈現烈焰顏色的礦石。
1576	貝殼	房间装饰	3	令人聯想到沙灘的多彩貝殼。
1577	狩獵貢獻之證【幫手】	房间装饰	3	獻給在任務中具有高貢獻度之獵人的家具。
1578	狩獵貢獻之證【盡力】	房间装饰	3	獻給在任務中具有極高貢獻度之獵人的家具。
1579	狩獵貢獻之證【獻身】	房间装饰	3	獻給在任務中具有廣大貢獻度之獵人的家具。
1580	狩獵貢獻之證【武勳】	房间装饰	3	獻給在任務中具有極廣大貢獻度之獵人的家具。
1581	小金魚平衡吊飾	房间装饰	3	宛如小金魚正在悠游的吊飾。
1582	竹筴魚吊飾	房间装饰	3	宛如竹筴魚正在悠游的吊飾。
1583	旗魚平衡吊飾	房间装饰	3	宛如旗魚正在悠游的吊飾。
1584	回憶吊飾	房间装饰	3	有可愛玩偶垂墜的吊飾。
1585	國王吊飾	房间装饰	3	有可愛玩偶垂墜的吊飾。
1586	圓點吊飾	房间装饰	3	有可愛圓球串連的吊飾。
1587	木桶吊飾	房间装饰	3	質樸的木桶吊飾。
1588	魚吊飾套組	房间装饰	3	各種魚類吊飾的組合。
1589	魚吊飾【赤】	房间装饰	3	看似很美味的紅色魚吊飾。
1590	旗魚吊飾	房间装饰	3	外觀生動的旗魚吊飾。
1591	典雅的旗幟吊飾	房间装饰	3	點綴典雅裝飾的旗幟吊飾。
1592	畫作【迅龍】	房间装饰	3	描繪迅龍的大型圖畫作品。
1593	畫作【研究基地】	房间装饰	3	描繪研究基地的小型圖畫作品。
1594	畫作【接待員】	房间装饰	3	描繪接待員的小型圖畫作品。
1595	典雅的彩繪盤子	房间装饰	3	美麗典雅的彩繪盤子。
1596	畫作【奇面族①】	房间装饰	3	獸人族所描繪的圖畫作品。製作人不明。
1597	畫作【獸纏族①】	房间装饰	3	描繪獸人族的圖畫作品。製作人不明。
1598	畫作【山貓族①】	房间装饰	3	描繪獸人族的圖畫作品。製作人不明。
1599	畫作【噗吱豬】	房间装饰	3	描繪噗吱豬乖乖坐著的可愛圖畫作品。
1600	畫作【艾路】	房间装饰	3	描繪隨從艾路的圖畫作品。散發獨特的氛圍。
1601	Unavailable	物品	3	Unavailable
1602	Unavailable	物品	3	Unavailable
1603	Unavailable	物品	3	Unavailable
1604	Unavailable	物品	3	Unavailable
1605	懷舊的長桌	房间装饰	3	懷舊的簡樸長桌。
1606	高級長桌	房间装饰	3	線條優美的高級長桌。
1607	可愛的長桌	房间装饰	3	優雅可愛的長桌。
1608	懷舊的櫃架	房间装饰	3	懷舊簡樸的櫃架。
1609	充滿知性的櫃子	房间装饰	3	排列擺放著書籍的櫃子。
1610	放滿物品的櫃子	房间装饰	3	擺滿各種書籍、小東西、雜物的櫃子
1611	高級櫃子	房间装饰	3	裝飾精緻的高級櫃子。
1612	典雅的櫃子	房间装饰	3	優雅而典雅的櫃子。
1613	可愛的櫃子	房间装饰	3	簡約可愛的櫃子。
1614	點唱機	房间装饰	3	Unavailable
1615	懷舊的燈具	房间装饰	3	木製的懷舊燈具。
1616	耐用的燈具	房间装饰	3	金屬製的耐用燈具。
1617	高級燈具	房间装饰	3	閃耀著金黃色的高級燈具。
1618	可愛的燈具	房间装饰	3	如花朵般的可愛燈具。
1619	質樸燈具	房间装饰	3	木製質樸的燈具。
1620	Unavailable	物品	3	Unavailable
1621	Unavailable	物品	3	Unavailable
1622	Unavailable	物品	3	Unavailable
1623	懷舊的架子	房间装饰	3	實用的懷舊架子
1624	高級櫥子	房间装饰	3	奢華的高級櫥子
1625	可愛的櫥子	房间装饰	3	典雅可愛的櫥子。
1626	質樸的壁掛牆架【大】	房间装饰	3	簡約質樸的壁掛牆架。
1627	高級壁掛牆架【大】	房间装饰	3	有型的高級壁掛牆架。
1628	可愛的壁掛牆架【大】	房间装饰	3	可愛有創意的壁掛牆架。
1629	質樸的壁掛牆架【小】	房间装饰	3	簡約質樸的壁掛牆架。
1630	高級壁掛牆架【小】	房间装饰	3	有型的高級壁掛牆架。
1631	可愛的壁掛牆架【小】	房间装饰	3	可愛有創意的壁掛牆架。
1632	典雅壁飾【赤】	房间装饰	3	加入典雅設計的紅色壁飾。
1633	典雅壁飾【藍】	房间装饰	3	加入典雅設計的藍色壁飾。
1634	畫作【熔山龍】	房间装饰	3	描繪熔山龍的大型圖畫作品。
1635	布質壁飾	房间装饰	3	常見的布質壁飾。
1636	毛皮壁飾	房间装饰	3	威武的毛皮壁飾。
1637	舵盤壁飾	房间装饰	3	船艦舵盤的壁飾。
1638	彩繪盤具組	房间装饰	3	用多個彩繪盤子點綴的壁飾。
1639	畫作【奇面族②】	房间装饰	3	用色強烈的奇面族圖畫作品。一套有3張，可以作為裝飾用。
1640	畫作【獸纏族②】	房间装饰	3	用大膽筆觸描繪的獸纏族圖畫作品。一套有3張，可以作為裝飾用。
1641	畫作【山貓族②】	房间装饰	3	筆觸精細的德特爾圖畫作品。一套有3張，可以作為裝飾用。
1642	畫作【古代樹森林】	房间装饰	3	描繪古代樹森林的圖畫作品。
1643	畫作【大蟻塚荒地】	房间装饰	3	描繪大蟻塚荒地的圖畫作品。
1644	畫作【陸珊瑚台地】	房间装饰	3	描繪陸珊瑚台地的圖畫作品。
1645	畫作【瘴氣之谷】	房间装饰	3	描繪瘴氣之谷的圖畫作品。
1646	畫作【龍結晶之地】	房间装饰	3	描繪龍結晶之地的圖畫作品。
1647	畫作【永霜凍土】	房间装饰	3	描繪永霜凍土的圖畫作品。
1648	桌上的文件	房间装饰	3	桌上擺放的重要文件資料。
1649	高級茶具組	房间装饰	3	做工精緻美麗的高級茶具組。
1650	可愛的桌上擺飾	房间装饰	3	可愛又華麗的桌上擺飾。
1651	地圖	房间装饰	3	讓人想前往探險的地圖。
1652	調合器具組	房间装饰	3	調合用的器具組合。
1653	麵包工具組	房间装饰	3	作麵包用的工具組合。
1654	工具組	房间装饰	3	萬用的工具組。
1655	懷舊的地毯（1樓）	房间装饰	3	典型的懷舊地毯。
1656	高級的地毯（1樓）	房间装饰	3	豪華絢麗的高級地毯。
1657	可愛的地毯（1樓）	房间装饰	3	療癒的可愛地毯。
1658	毛皮的地毯（1樓）	房间装饰	3	充滿野性的毛皮地毯。
1659	懷舊的地毯（2樓）	房间装饰	3	典型的懷舊地毯。
1660	高級的地毯（2樓）	房间装饰	3	豪華絢麗的高級地毯。
1661	可愛的地毯（2樓）	房间装饰	3	療癒的可愛地毯。
1662	毛皮的地毯（2樓）	房间装饰	3	充滿野性的毛皮地毯。
1663	提燈	房间装饰	3	好用的樸素提燈。
1664	立燈②	房间装饰	3	燈光柔和飽滿的古典桌燈。
1665	油燈	房间装饰	3	散發溫暖的古典油燈。
1666	蠟燭	房间装饰	3	容易使用的便利蠟燭。
1667	燭台	房间装饰	3	精緻打磨而成的奢華燭台。
1668	小鳥的造型燈	房间装饰	3	以可愛小鳥為造型的燈具。在床旁邊透出溫和的光線。
1669	水母的造型燈	房间装饰	3	以水母為意象設計的燈具。周圍有觸手包圍起來。
1670	燈籠魚造型燈	房间装饰	3	以口部微張的燈籠魚為造型的燈具。頭部前端的部分會發光。
1671	Unavailable	物品	3	Unavailable
1672	Unavailable	物品	3	Unavailable
1673	Unavailable	物品	3	Unavailable
1674	花紋圖案	房间装饰	3	Unavailable
1675	優雅風格圖案	房间装饰	3	Unavailable
1676	拼貼圖案	房间装饰	3	Unavailable
1677	拼貼圖案【茶】	房间装饰	3	Unavailable
1678	拼貼圖案【灰】	房间装饰	3	Unavailable
1679	格子圖案【赤】	房间装饰	3	Unavailable
1680	格子圖案【白】	房间装饰	3	Unavailable
1681	格子圖案【藍】	房间装饰	3	Unavailable
1682	陷阱與野獸圖案【茶】	房间装饰	3	Unavailable
1683	陷阱與野獸圖案【紺】	房间装饰	3	Unavailable
1684	陷阱與野獸圖案【水色】	房间装饰	3	Unavailable
1685	陷阱與野獸圖案【黃】	房间装饰	3	Unavailable
1686	大自然圖案【彩】	房间装饰	3	Unavailable
1687	大自然圖案【赤】	房间装饰	3	Unavailable
1688	大自然圖案【綠】	房间装饰	3	Unavailable
1689	大自然格子圖案【綠】	房间装饰	3	Unavailable
1690	大自然格子圖案【藍】	房间装饰	3	Unavailable
1691	傳統圖案【黑】	房间装饰	3	Unavailable
1692	傳統圖案【彩】	房间装饰	3	Unavailable
1693	傳統圖案【茶】	房间装饰	3	Unavailable
1694	傳統圖案【桃】	房间装饰	3	Unavailable
1695	傳統圖案【水色】	房间装饰	3	Unavailable
1696	傳統圖案【暖】	房间装饰	3	Unavailable
1697	傳統圖案【赤】	房间装饰	3	Unavailable
1698	獵人圖案【茶】	房间装饰	3	Unavailable
1699	獵人圖案【白】	房间装饰	3	Unavailable
1700	獵人圖案【金】	房间装饰	3	Unavailable
1701	獵人圖案【赤】	房间装饰	3	Unavailable
1702	圓點圖案【白】	房间装饰	3	Unavailable
1703	圓點圖案【桃】	房间装饰	3	Unavailable
1704	圓點圖案【黃】	房间装饰	3	Unavailable
1705	格子圖案【彩】	房间装饰	3	Unavailable
1706	格子圖案【綠】	房间装饰	3	Unavailable
1707	隨從圖案【桃】	房间装饰	3	Unavailable
1708	隨從圖案【茶】	房间装饰	3	Unavailable
1709	艾路圖案【黃】	房间装饰	3	Unavailable
1710	艾路圖案【藍】	房间装饰	3	Unavailable
1711	生命圖案‧小【白】	房间装饰	3	Unavailable
1712	生命圖案‧小【藍】	房间装饰	3	Unavailable
1713	生命圖案‧小【桃】	房间装饰	3	Unavailable
1714	生命圖案‧大【白】	房间装饰	3	Unavailable
1715	生命圖案‧大【黃】	房间装饰	3	Unavailable
1716	條紋圖案	房间装饰	3	Unavailable
1717	Unavailable	物品	3	Unavailable
1718	Unavailable	物品	3	Unavailable
1719	Unavailable	物品	3	Unavailable
1720	Unavailable	物品	3	Unavailable
1721	木材(淺)	房间装饰	3	Unavailable
1722	木材(暗)	房间装饰	3	Unavailable
1723	鐵(淺)	房间装饰	3	Unavailable
1724	鐵(暗)	房间装饰	3	Unavailable
1725	銀	房间装饰	3	Unavailable
1726	金	房间装饰	3	Unavailable
1727	石	房间装饰	3	Unavailable
1728	懷舊的房間	房间装饰	3	懷舊的一般房間。
1729	傳統的房間	房间装饰	3	質樸卻又令人玩味的房間。
1730	典雅的房間	房间装饰	3	洗鍊典雅的房間。
1731	可愛的房間	房间装饰	3	惹人憐愛的房間。
1732	豪華絢麗的房間	房间装饰	3	以黃金裝飾為基調的豪華房間。
1733	侘寂的房間	房间装饰	3	富有情調的沉穩房間。
1734	木質地板	房间装饰	3	Unavailable
1735	洗鍊的木質地板	房间装饰	3	Unavailable
1736	質樸的石磚地板	房间装饰	3	Unavailable
1737	典雅圖案地板【赤】	房间装饰	3	Unavailable
1738	高級石磚地板	房间装饰	3	Unavailable
1739	大理石磚地板	房间装饰	3	Unavailable
1740	可愛圖案地板【桃】	房间装饰	3	Unavailable
1741	磁磚地板【茶】	房间装饰	3	Unavailable
1742	大理石磚地板【黑】	房间装饰	3	Unavailable
1743	洗鍊的石磚地板	房间装饰	3	Unavailable
1744	木質地面	房间装饰	3	Unavailable
1745	洗鍊的木質壁面	房间装饰	3	Unavailable
1746	質樸的石頭壁面	房间装饰	3	Unavailable
1747	植物圖案壁面	房间装饰	3	Unavailable
1748	高級木雕壁面	房间装饰	3	Unavailable
1749	質樸的灰泥壁面	房间装饰	3	Unavailable
1750	條紋壁面【藍】	房间装饰	3	Unavailable
1751	磁磚壁面【燈】	房间装饰	3	Unavailable
1752	典雅圖案壁面	房间装饰	3	Unavailable
1753	大理石壁面	房间装饰	3	Unavailable
1754	典雅的灰泥壁面	房间装饰	3	Unavailable
1755	木質地板【白】	房间装饰	3	Unavailable
1756	木質地板【綠】	房间装饰	3	Unavailable
1757	木質地板【藍】	房间装饰	3	Unavailable
1758	木質地板【赤】	房间装饰	3	Unavailable
1759	木質地板【黃】	房间装饰	3	Unavailable
1760	淺色木質地板	房间装饰	3	Unavailable
1761	木質壁面【白】	房间装饰	3	Unavailable
1762	木質壁面【綠】	房间装饰	3	Unavailable
